Outlet Code,Outlet Name,Sap No,Freezer Model,SCAN Location Latitude,SCAN Location Longitude
HUL-I10A008P1265-P1265,RED FORT CAKE &BITE -(KAN-W),400100046070,VT2 - NUCAB 300L GLASSTOP,19.2106918,72.8307053
HUL-I10A451P8890-P8890,SHREE TRADERS,400100380061,W425G - WESTERN 425L GLASSTOP,19.1191173,72.8905225
HUL-I10C140P7631-P7631,Mathura Sweets,400100291450,W425G - WESTERN 425L GLASSTOP,19.3043912,72.859282
HUL-I170029P1591-P1591,SHRI AMBIKA KIRANA & GENERAL STORE SARASWAT COLONY,,VT3 - NUCAB 400L GLASSTOP,19.2232988,73.0943921
HUL-I10A008P448053-P448053,Golden Bakers,30049960,W425G - WESTERN 425L GLASSTOP,19.2128093,72.8330589
HUL-I170107P1107-P1107,SHREEDEVI REFRESHMENT,400100012790,VT3 - NUCAB 400L GLASSTOP,19.0972217,72.8412833
HUL-133060P3162-P3162,TANVI SUPER MARKET (MAROL),400100269492,W525G - WESTERN 525L GLASSTOP,19.1176333,72.8836555
HUL-I10C162P2028-P2028,Shree Baba Dairy Farm,400100368510,W325G - WESTERN 325L GLASSTOP,19.1577351,73.0325054
HUL-I10A008P448184-P448184,Charbhuja Store,30125233,W425G - WESTERN 425L GLASSTOP,19.2127497,72.8320338
HUL-I10C140P7220-P7220,Ambiya Dairy ( Bhy E ),400100268167,W425G - WESTERN 425L GLASSTOP,19.3038011,72.8594943
HUL-I10A438P12736551-P12736551,Wellbeing Forever Chemist,400100268172,W425G - WESTERN 425L GLASSTOP,19.3631703,72.8596916
HUL-I134242P1316-P1316,Shree Samarth Krupa Stationery,30063156,W325G - WESTERN 325L GLASSTOP,19.3030705,72.8599568
HUL-I10C162P3663-P3663,ANAM GENERAL STORE,400100357233,W325G - WESTERN 325L GLASSTOP,19.1547868,73.0370637
HUL-I10A438P12737672-P12737672,MAHADEV ENTERPRISES,400100389369,W325G - WESTERN 325L GLASSTOP,19.3650407,72.8609635
HUL-I10A438P12737538-P12737538,2 B BEKARS,400100370162,W325G - WESTERN 325L GLASSTOP,19.3596753,72.8638659
HUL-I10A421P6882-P6882,GUPTA GRAIN STORE,400100375103,W425G - WESTERN 425L GLASSTOP,19.0061287,72.8484369
HUL-I134714P1594-P1594,RELIANCE RETAIL LIMITED(JIO MART SEWREE),30100145,W425G - WESTERN 425L GLASSTOP,18.9835515,72.8506429
HUL-I10C140P8328-P8328,Sundar Provision Store,400100384539,W425G - WESTERN 425L GLASSTOP,19.3066529,72.8581938
HUL-I10C140P7661-P7661,Radhe Shyam Dairy,400100291459,W425G - WESTERN 425L GLASSTOP,19.3116042,72.858495
HUL-I170029P6787-P6787,Wellness Forever (THAKURLI),400100338545,W525G - WESTERN 525L GLASSTOP,19.2273412,73.1036633
HUL-I10A438P12736719-P12736719,Ramdev Sweet Chat Snacks And Cold Drink,400100291511,W425G - WESTERN 425L GLASSTOP,19.4686773,72.8478151
HUL-I170029P6422-P6422,PATILS MEDICAL,30130522,W425G - WESTERN 425L GLASSTOP,19.2274236,73.10406
HUL-I10A008P447545-P447545,Galaxy Health Care,30066371,W325G - WESTERN 325L GLASSTOP,19.2077776,72.8513632
HUL-I10A438P12737219-P12737219,Aai Jivdani Medical,400100324536,W325G - WESTERN 325L GLASSTOP,19.4678971,72.8481497
HUL-I134242P1494-P1494,Vijay Dairy,400100286569,W325G - WESTERN 325L GLASSTOP,19.3110472,72.8577202
HUL-I10A008P448128-P448128,RISHABH MEDICAL & GENERAL STORE,400100286651,W325G - WESTERN 325L GLASSTOP,19.2085839,72.8504592
HUL-I10A438P12736565-P12736565,JAY MATAJI TRADER,400100252654,W325G - WESTERN 325L GLASSTOP,19.4669573,72.847968
HUL-I10A008P448349-P448349,Ms Satkar Cateres,30114022,W425G - WESTERN 425L GLASSTOP,19.2088523,72.8517432
HUL-I10A008P1506-P1506,SHATABDI CHEMIST (KAN-W),400100268177,W425G - WESTERN 425L GLASSTOP,19.2088078,72.8505721
HUL-I10C140P8044-P8044,Shree Krishna Sweets & Farsan Mart,400100267707,W425G - WESTERN 425L GLASSTOP,19.3091753,72.8600288
HUL-I10A438P12736763-P12736763,BHWANA GENERAL STORE,400100291567,W425G - WESTERN 425L GLASSTOP,19.4613029,72.8506948
HUL-I10A008P448376-P448376,Healing Chemist,400100339384,W325G - WESTERN 325L GLASSTOP,19.2142384,72.8520528
HUL-I134714P1736-P1736,Reliance Retail Limited (SB Andheri),400100389951,W525G - WESTERN 525L GLASSTOP,19.1360741,72.8683179
HUL-I10A438P12737385-P12737385,Ms Jay Mataji Trder,30050634,W325G - WESTERN 325L GLASSTOP,19.4611443,72.850994
HUL-I10A008P447909-P447909,Remedy Medical And General Store,400100229268,W325G - WESTERN 325L GLASSTOP,19.2147607,72.8515724
HUL-I10C140P8244-P8244,Sunlif Care Medical Store Chemist & Druggist,400100359039,W325G - WESTERN 325L GLASSTOP,19.308138,72.8603566
HUL-I10A438P12737220-P12737220,MS. Shivam Medical Store,400100322241,W325G - WESTERN 325L GLASSTOP,19.4619367,72.8505944
HUL-I134714P1900-P1900,PVR INOX Limited (Raghuleela Mega Mall),30076074,W425G - WESTERN 425L GLASSTOP,19.2137337,72.8491598
HUL-I10C140P7371-P7371,Laxmy Dairy,400100273638,W425G - WESTERN 425L GLASSTOP,19.3081132,72.8603576
HUL-I10A438P12737289-P12737289,Ms Divya Supermarket,400100341083,W425G - WESTERN 425L GLASSTOP,19.4600785,72.8511676
HUL-I10A042P5125-P5125,SATGURU MEDICAL & GENERAL STORES,400100382326,W425G - WESTERN 425L GLASSTOP,19.1254355,72.9216043
HUL-I170029P6502-P6502,REEVA ENTERPRISES,30155338,W525G - WESTERN 525L GLASSTOP,19.2207538,73.0934665
HUL-I10A008P4197-P4197,BOUNTY THE CAKE STOP (KAN-W),400100319353,W425G - WESTERN 425L GLASSTOP,19.2122494,72.8519103
HUL-I10A438P12737467-P12737467,GUPTA KIRANA AND GENERAL STORE,400100359095,W325G - WESTERN 325L GLASSTOP,19.4595572,72.8496454
HUL-I10C140P8316-P8316,Shree Ambika Sweets & Snacks,400100369832,W325G - WESTERN 325L GLASSTOP,19.3071921,72.85551
HUL-I134714P1922-P1922,RAJKAMAL MOBILITY,400100281899,W325G - WESTERN 325L GLASSTOP,19.1266493,72.9210652
HUL-I170108P3293-P3293,PRABHAT HINDU BAKERY,400100339012,W325G - WESTERN 325L GLASSTOP,18.9929994,72.8316588
HUL-I10A438P12737660-P12737660,JAI SHREE BHAMANI MATA DE TREDARS,400100384702,W425G - WESTERN 425L GLASSTOP,19.462942,72.850994
HUL-I10C162P3647-P3647,Ali Huyera General Store,400100357196,W325G - WESTERN 325L GLASSTOP,19.1736228,73.0264029
HUL-I134714P1293-P1293,WALK2MART SUPER MARKET ANDHERI E,400100386078,W525G - WESTERN 525L GLASSTOP,19.1233938,72.8922821
HUL-I134242P1264-P1264,1. Maa Jivdani Ice Cream,30083710,W425G - WESTERN 425L GLASSTOP,19.3081408,72.8531781
HUL-I10A421P6808-P6808,HRUSHI ICECREAM CORNER Q,400100335942,W425G - WESTERN 425L GLASSTOP,18.9911854,72.8313145
HUL-133677P33061-P33061,Shree Sai Medical & General Stores,400100335867,W325G - WESTERN 325L GLASSTOP,18.9863537,72.8275171
HUL-I10A438P12731477-P12731477,A.R. ICE CREAM & COLD DRINKS,30114676,W325G - WESTERN 325L GLASSTOP,19.4700536,72.8505716
HUL-I10A421P6779-P6779,SHREE SAI ICECREAM,400100319290,W425G - WESTERN 425L GLASSTOP,18.994595,72.8312822
HUL-I10A438P12737302-P12737302,Shree Sai Enterprise,400100335889,W325G - WESTERN 325L GLASSTOP,19.4695586,72.8420829
HUL-I10A451P10210-P10210,Amir Bekary & General Store,400100385642,W225G - WESTERN 225L GLASSTOP,19.108144,72.8926727
HUL-I10A438P12736532-P12736532,SANJEEVANI MEDICAL,400100382350,W425G - WESTERN 425L GLASSTOP,19.4731716,72.8307289
HUL-I170108P3082-P3082,HEALTHCARE CHEMIST,400100335974,W425G - WESTERN 425L GLASSTOP,18.9983048,72.8218385
HUL-I170029P4850-P4850,Vaibhav Laxmi Medical And General Store,30082427,W425G - WESTERN 425L GLASSTOP,19.2239991,73.0986571
HUL-I10A451P10164-P10164,Shree Snanks Sweet,400100384561,W225G - WESTERN 225L GLASSTOP,19.1003775,72.8868412
HUL-I10A438P12737558-P12737558,Kiran Genral Stores,400100370026,W325G - WESTERN 325L GLASSTOP,19.4743809,72.8283424
HUL-I170029P6482-P6482,BHAGYALAXMI MEDICAL STORE,400100370067,W325G - WESTERN 325L GLASSTOP,19.2234858,73.1121902
HUL-I134714P1195-P1195,RELIANCE RETAIL LTD (WORLI),400100275350,SRF500 - VERTICAL FREEZER - WESTERN,18.9938073,72.8138779
HUL-I10A438P12736840-P12736840,MODERN SWEET AND NAMKIN,400100280580,W525G - WESTERN 525L GLASSTOP,19.4563302,72.8142032
HUL-I10A421P6906-P6906,MAYURI STORE,400100375107,W425G - WESTERN 425L GLASSTOP,18.9923119,72.8316036
HUL-I10C181P3562-P3562,Siddhivinayak Medical,400100369880,W325G - WESTERN 325L GLASSTOP,19.1738561,73.2807212
HUL-I10A008P4422-P4422,BHAVESH CHEMIST ( KANDIVALI WEST ),400100220263,W425G - WESTERN 425L GLASSTOP,19.2019887,72.8434794
HUL-I170107P2536-P2536,MEGHDHANUSH MEDICALS  (KAN-W),30118851,XS550 - XING XING 475L GLASSTOP,19.2022308,72.8429074
HUL-I10C181P3716-P3716,MAMALEDAR MISAL ( SHREE SWAMI SAMARTH ENTERPRISES),30148740,W425G - WESTERN 425L GLASSTOP,19.1737542,73.226554
HUL-I10A008P3764-P3764,RAJPUT DAIRY(KAN),30002750,VT3 - NUCAB 400L GLASSTOP,19.201408,72.8421545
HUL-I10A438P12737126-P12737126,Pal Medico Chemist Druggist,400100286791,W325G - WESTERN 325L GLASSTOP,19.4043717,72.8269522
HUL-I170107P1446-P1446,SAGAR GEN STORES (KAN-W),400100043756,VT3 - NUCAB 400L GLASSTOP,19.2017231,72.8403517
HUL-I10A042P4955-P4955,AAVKAAR,400100113269,VT3 - NUCAB 400L GLASSTOP,19.1003039,72.8448427
HUL-I10C062P1566-P1566,HOTEL STAR CAFE,30066092,W425G - WESTERN 425L GLASSTOP,19.9837293,73.8057257
HUL-I10A008P1950-P1950,JYOTI SUPER MARKET (KAN-W),30075754,W425G - WESTERN 425L GLASSTOP,19.2004686,72.8418829
HUL-I10A438P12734285-P12734285,MAHADEV CHEMIST,400100389935,W525G - WESTERN 525L GLASSTOP,19.4051817,72.8275486
HUL-I10A008P448196-P448196,Sweet Heart Cakes And More,30096065,W425G - WESTERN 425L GLASSTOP,19.2005632,72.8403809
HUL-I10A008P447568-P447568,1.Jamboo Dweep Medical And General Store,30096139,W325G - WESTERN 325L GLASSTOP,19.2008456,72.8390176
HUL-I134714P1678-P1678,RELIANCE RETAIL LTD (Smart Bazaar Vileparle E),400100249862,W525G - WESTERN 525L GLASSTOP,19.1003852,72.8457438
HUL-I10A438P12734074-P12734074,VINAYAK MEDICAL AND GENRERAL STORE,400100339041,W525G - WESTERN 525L GLASSTOP,19.4069777,72.827419
HUL-I10A008P448514-P448514,Shree Kamal Provision Store,400100384577,W225G - WESTERN 225L GLASSTOP,19.2012685,72.8381828
HUL-I10A451P9731-P9731,NEW PARLE MEDICAL CENTRE,400100384484,W425G - WESTERN 425L GLASSTOP,19.1027913,72.846594
HUL-I10A008P448693-P448693,Om Sai Provision Store,30003181,VT2 - NUCAB 300L GLASSTOP,19.2021151,72.8374463
HUL-I10A438P12736492-P12736492,ROSHNI MEDICAL,400100261827,W325G - WESTERN 325L GLASSTOP,19.4078614,72.8263252
HUL-I10A451P9810-P9810,City Pharmacy (Vile Parle),400100293766,W325G - WESTERN 325L GLASSTOP,19.1016758,72.8473669
HUL-I10A438P12736387-P12736387,SIRVI BANDHU MITHAI WALA,400100214899,W325G - WESTERN 325L GLASSTOP,19.4084173,72.8272494
HUL-I10A301P11627-P11627,NEW ARVIND MEDICAL AND GENERAL STORES,400100230950,W425G - WESTERN 425L GLASSTOP,19.1058102,72.8942539
HUL-I10A008P2106-P2106,NEW CHAMUNDA MEDICAL & GENERAL STORE,30124628,XS550 - XING XING 475L GLASSTOP,19.2034128,72.8409234
HUL-I10A438P12737214-P12737214,Ishwar Medical And General Store,400100322251,W325G - WESTERN 325L GLASSTOP,19.4046894,72.8283449
HUL-I10A451P9489-P9489,MS SHIV SANGAM DAIRY,30131927,W425G - WESTERN 425L GLASSTOP,19.1004004,72.8478881
HUL-I134840P803-P803,HARI OM MILK SUPPLIERS (KAN-W),30010136,VT3 - NUCAB 400L GLASSTOP,19.2033551,72.8456709
HUL-I10A438P12736324-P12736324,LALLAN TOP PAN BHANDAR,400100233980,W525G - WESTERN 525L GLASSTOP,19.4053203,72.8285959
HUL-I10A042P4735-P4735,PATEL MEDICARE,400100324531,W325G - WESTERN 325L GLASSTOP,19.0985736,72.8460015
HUL-I170109P8-P8,GURUKRIPA CHEMIST,400100281003,W525G - WESTERN 525L GLASSTOP,19.4044343,72.8300136
HUL-133060P3032-P3032,KWALITY BACKERY (VLP-E),30039034,VT4 - NUCAB 450L GLASSTOP,19.098399,72.8462547
HUL-I10A451P9468-P9468,SHASTRI MEDICO (COC),400100271111,W325G - WESTERN 325L GLASSTOP,19.0984579,72.8456876
HUL-I10A438P12736616-P12736616,SHINDE SUPER MARKET,30099940,W325G - WESTERN 325L GLASSTOP,19.4023564,72.8367315
HUL-I10A421P1216-P1216,THE DEPRESSED CLASS CONSUMERS CO-OP SOCIETY LTD,400100384523,W425G - WESTERN 425L GLASSTOP,18.9776982,72.819579
HUL-I170108P1538-P1538,BHARAT KUMAR GRAIN STORES,30051627,W425G - WESTERN 425L GLASSTOP,18.9955577,72.8159772
HUL-I10A421P6622-P6622,TARDEO PHARMACY,400100286573,W325G - WESTERN 325L GLASSTOP,18.9749344,72.8129146
HUL-I134714P1903-P1903,PVR INOX Limited (Atria The Millenium Mall),400100135350,CB52 - NUCAB 50L GLASSTOP,18.9911736,72.8147364
HUL-I134048P296-P296,NATURES BASKET LTD.- WARDEN ROAD,400100339424,W325G - WESTERN 325L GLASSTOP,18.9762205,72.8077413
HUL-I10A341P5748-P5748,SHOBHA REFRESHMENTS,400100271090,W325G - WESTERN 325L GLASSTOP,18.9761815,72.8072901
HUL-I10A341P5582-P5582,WELLCARE PHARMACY,30153163,W325G - WESTERN 325L GLASSTOP,18.9700965,72.8281373
HUL-I10A341P5897-P5897,Maa Mahalaxmi Provision Ani General Store,400100325847,W325G - WESTERN 325L GLASSTOP,18.9776152,72.8068303
HUL-I10A438P12737066-P12737066,MAHADEV MEDICAL AND GENERAL STORE,400100268108,W425G - WESTERN 425L GLASSTOP,19.4152069,72.8688601
HUL-I10A438P12737310-P12737310,Munna Kirana And General Store,400100325853,W325G - WESTERN 325L GLASSTOP,19.4122443,72.8844951
HUL-I10A438P12737375-P12737375,Shree Ashapura Dairy,30051601,W425G - WESTERN 425L GLASSTOP,19.4112203,72.8812704
HUL-I10A438P12736882-P12736882,BISM FARAN STORES,400100335697,W325G - WESTERN 325L GLASSTOP,19.4113636,72.8815234
HUL-I10A438P12737309-P12737309,Om Jaiswal Store,400100335663,W425G - WESTERN 425L GLASSTOP,19.4106854,72.8783939
HUL-I10A438P12737587-P12737587,Metro Medical And General Store,400100370073,W325G - WESTERN 325L GLASSTOP,19.4098049,72.8755452
HUL-I10A438P12736898-P12736898,MANMOHAN SWEETS AND SNACKS,30114178,W425G - WESTERN 425L GLASSTOP,19.4092286,72.873862
HUL-I10A438P12737615-P12737615,CHANDRA CHEMIST,400100369830,W325G - WESTERN 325L GLASSTOP,19.4063643,72.8724934
HUL-I134524P263-P263,DEVNARAYAN SWEETS(W),30124553,XS550 - XING XING 475L GLASSTOP,19.4061447,72.8721136
HUL-I10C181P3485-P3485,Shree Vakratunda Enterprises,30083701,W425G - WESTERN 425L GLASSTOP,19.1456271,73.2454556
HUL-I10A438P12737540-P12737540,ICC CAFE,400100357174,W325G - WESTERN 325L GLASSTOP,19.4057511,72.8723697
HUL-I10A438P12737485-P12737485,Shanti general Store,400100375098,W425G - WESTERN 425L GLASSTOP,19.4050391,72.8716872
HUL-I10C032P5766-P5766,Yadav Dughdalay,400100322161,W325G - WESTERN 325L GLASSTOP,19.224416,73.127367
HUL-I10A438P12737324-P12737324,Shanti Grain Store,400100335692,W325G - WESTERN 325L GLASSTOP,19.4050437,72.8730451
HUL-I10C162P3970-P3970,MARHABA GENERAL STORES,400100333215,W325G - WESTERN 325L GLASSTOP,19.174571,73.0257424
HUL-I10A438P12737404-P12737404,Gavdevi Medical And general Store,400100254035,W325G - WESTERN 325L GLASSTOP,19.4044163,72.8750061
HUL-I10C273P2628-P2628,CELEBRATION CATERERS  ( KHARGHAR),400100341193,W525G - WESTERN 525L GLASSTOP,19.0334007,73.0641247
HUL-I10A008P448318-P448318,Devraj Pan Shop,400100335978,W425G - WESTERN 425L GLASSTOP,19.2584765,72.8554249
HUL-I10A451P10228-P10228,Hotel Shambhu & Dairy Mart,400100389398,W325G - WESTERN 325L GLASSTOP,19.1091298,72.8771277
HUL-I10A438P12737592-P12737592,Bala ji Medical,400100370070,W325G - WESTERN 325L GLASSTOP,19.4045462,72.874856
HUL-I10C162P4007-P4007,Imran General Store,400100368395,W325G - WESTERN 325L GLASSTOP,19.1721389,73.0263826
HUL-I10C273P3307-P3307,OM SAI RAM,400100384411,W425G - WESTERN 425L GLASSTOP,19.0324486,73.0633807
HUL-I10A438P12737325-P12737325,Bake For Me ( Sativali),400100335683,W325G - WESTERN 325L GLASSTOP,19.4070734,72.8696741
HUL-I10C273P2560-P2560,MATRUTWA CATERERS,400100325838,W325G - WESTERN 325L GLASSTOP,19.0318326,73.0613726
HUL-I10A008P448323-P448323,Gopal Chemist,400100338499,W525G - WESTERN 525L GLASSTOP,19.2504068,72.8462827
HUL-I10A438P12737258-P12737258,REISHBHABHS GOOD FOOD,400100348582,W525G - WESTERN 525L GLASSTOP,19.4066115,72.8649763
HUL-I10C162P3694-P3694,K.G.N. STORE,400100377364,W425G - WESTERN 425L GLASSTOP,19.1724145,73.0264985
HUL-I10A008P447534-P447534,Matoshree Medico,400100215880,W425G - WESTERN 425L GLASSTOP,19.2056618,72.8467953
HUL-I10A008P447957-P447957,Healthcare Corner,400100254034,W325G - WESTERN 325L GLASSTOP,19.2067751,72.8433088
HUL-I10A042P1240-P1240,GOPAL DAIRY,30037699,VT3 - NUCAB 400L GLASSTOP,19.1243442,72.9194186
HUL-I170029P6409-P6409,H R ENTERPRISE,30117790,XS550 - XING XING 475L GLASSTOP,19.1699208,73.1130102
HUL-I134859P1176-P1176,Patel R Mart (Patel Retail Ltd)-MUB,400100349191,SRF500 - VERTICAL FREEZER - WESTERN,19.2579664,73.385079
HUL-I10A451P9760-P9760,A.S. MEDICAL,400100226604,W325G - WESTERN 325L GLASSTOP,19.1242845,72.9194113
HUL-I170107P2421-P2421,(EXCL. - M) MUDRA ICE CREAM PARLOUR (KAN-W),30062565,XS150 - XING XING 100L GLASSTOP,19.2056764,72.8424019
HUL-I170107663-663,MUDRA ICE CREAM,400100153302,VT3 - NUCAB 400L GLASSTOP,19.205645,72.8423892
HUL-I170107P1439-P1439,METRO MEDICO (BOR-W),30124824,XS550 - XING XING 475L GLASSTOP,19.2414799,72.846448
HUL-I170029P4794-P4794,M/s 1. SHREE MEDICAL STORES,30062708,XS150 - XING XING 100L GLASSTOP,19.1695295,73.1153756
HUL-I10A438P12736217-P12736217,NIRMALA CHEMIST,400100219040,W425G - WESTERN 425L GLASSTOP,19.3936038,72.8574012
HUL-I10A008P447738-P447738,VARSHA MEDICAL,30090273,W425G - WESTERN 425L GLASSTOP,19.2045928,72.8402267
HUL-I10A438P12734181-P12734181,NIRMAL MEDICAL,30148720,W425G - WESTERN 425L GLASSTOP,19.392405,72.8588815
HUL-I10A008P447753-P447753,MEDICENTRE MEDICAL & GENERAL STORES,400100324481,W525G - WESTERN 525L GLASSTOP,19.2032584,72.8394858
HUL-I10C032P4416-P4416,Kalpesh Medical And General Store,400100380003,W425G - WESTERN 425L GLASSTOP,19.11944,73.1252583
HUL-I134549P700-P700,KAMAL HOTEL,400100111465,VT3 - NUCAB 400L GLASSTOP,19.2560389,73.22364
HUL-I10A008P447754-P447754,Krishna Dairy Farm,30100570,W425G - WESTERN 425L GLASSTOP,19.2415158,72.8465398
HUL-I10A008P448526-P448526,Oneness Chemist &Life Style Store,400100370420,W325G - WESTERN 325L GLASSTOP,19.2034268,72.8373425
HUL-I10A438P12737394-P12737394,Shiv Kamal Dairy,400100290123,W425G - WESTERN 425L GLASSTOP,19.3859103,72.8586241
HUL-133060P4553-P4553,VILE PARLE BAKERY ( VLP E),30152253,W325G - WESTERN 325L GLASSTOP,19.0984341,72.8443038
HUL-I10A438P12736615-P12736615,MAA JIVDANI ENTERPRISE,30089899,W325G - WESTERN 325L GLASSTOP,19.3967499,72.8580096
HUL-I10C032P2158-P2158,MS JUNQFOODS ONLINE SERVICES PVT LTD,400100220112,W425G - WESTERN 425L GLASSTOP,19.1593397,73.1141831
HUL-I134524P1216-P1216,SWASTIK MEDICAL,30130498,W425G - WESTERN 425L GLASSTOP,19.3942663,72.8620712
HUL-I10C032P5886-P5886,Apple Chemist And Life Style Store,400100137130,CB52 - NUCAB 50L GLASSTOP,19.1595095,73.1141755
HUL-I134556P1347-P1347,BABA RAMDEV DAIRY (SAKI VIHAR),400100375020,W425G - WESTERN 425L GLASSTOP,19.1212071,72.8898798
HUL-I10A438P12737417-P12737417,SHREE GANESH MEDICAL,400100262405,W325G - WESTERN 325L GLASSTOP,19.391783,72.8636753
HUL-I10A451P9109-P9109,Navkar Medical And General Store,30050655,W325G - WESTERN 325L GLASSTOP,19.0954617,72.8463606
HUL-I10A451P9318-P9318,Vinod Dugdhalay And Ice Cream,30082259,W425G - WESTERN 425L GLASSTOP,19.093249,72.8467477
HUL-I10A438P12737228-P12737228,Solanki Super Market,400100338512,W525G - WESTERN 525L GLASSTOP,19.4050306,72.8555981
HUL-I10A442P458-P458,Vinod Dugdhalay And Icecream,30082339,W425G - WESTERN 425L GLASSTOP,19.0932288,72.8468645
HUL-I10C032P5251-P5251,SAGAR MEDICAL,400100291582,W425G - WESTERN 425L GLASSTOP,19.1779042,73.1196547
HUL-I10A451P7050-P7050,MATESHWARI GENERAL STORE (KALINA),30130926,W325G - WESTERN 325L GLASSTOP,19.0916024,72.846535
HUL-I134242P557-P557,RAJARANI SWEETS,400100319457,W425G - WESTERN 425L GLASSTOP,19.4060788,72.8497795
HUL-I10A451P8786-P8786,M/S PRIME CARE MEDICAL AND SUPER MARKET,400100319375,W425G - WESTERN 425L GLASSTOP,19.0963774,72.8502141
HUL-I170107P1146-P1146,OM SHANTI GENERAL STORES,30131824,W425G - WESTERN 425L GLASSTOP,19.2266021,72.8216779
HUL-I170108P3037-P3037,POOJA SUPER MARKET,400100286717,W325G - WESTERN 325L GLASSTOP,18.9704531,72.8131675
HUL-I10A341P5899-P5899,Hi Tek,400100333123,W325G - WESTERN 325L GLASSTOP,18.9768446,72.8078514
HUL-I10A438P12731280-P12731280,OM SWEETS AND FARSAN (VIRAR ),400100368417,W325G - WESTERN 325L GLASSTOP,19.4668902,72.8161837
HUL-I10A438P12736794-P12736794,GURUGAJANAN KIRANA STORE,400100286680,W325G - WESTERN 325L GLASSTOP,19.4712113,72.814363
HUL-I10A438P1008-P1008,AMIT ICE CREAM AND PANIPURI CENTER,400100322279,W525G - WESTERN 525L GLASSTOP,19.4715557,72.8194217
HUL-I134549P1100-P1100,Tip Top Bakery,400100389952,W525G - WESTERN 525L GLASSTOP,18.9910853,73.2707164
HUL-I10A438P12737303-P12737303,Jay Shree Amaja Dairy,400100341190,W525G - WESTERN 525L GLASSTOP,19.4771019,72.8216045
HUL-I134549P1101-P1101,Jolly Chikky,400100322129,W325G - WESTERN 325L GLASSTOP,18.9891026,73.2706617
HUL-I134549P1095-P1095,Raunak Provision,400100290112,W425G - WESTERN 425L GLASSTOP,18.9889401,73.2707074
HUL-I10A008P1934-P1934,CHOUDHARY TRADERS (BOR-W),30015685,VT3 - NUCAB 400L GLASSTOP,19.2284678,72.8419053
HUL-I10C181P2096-P2096,Hotel Mejwani,400100279295,W525G - WESTERN 525L GLASSTOP,18.9884101,73.2706055
HUL-I10C258P761-P761,AACHAL HOTEL,400100333170,W325G - WESTERN 325L GLASSTOP,19.2626296,73.0456167
HUL-I10A438P12737337-P12737337,Maleshwar Kirana,400100338983,W325G - WESTERN 325L GLASSTOP,19.4791584,72.8187289
HUL-I134549P1106-P1106,R C Shah,30075624,W425G - WESTERN 425L GLASSTOP,18.9875869,73.270777
HUL-I10A438P12737286-P12737286,Bhairavnath Kirana Store,400100335665,W425G - WESTERN 425L GLASSTOP,19.4784343,72.81936
HUL-I10C258P1095-P1095,Hotel Saravana Nx,400100382264,W425G - WESTERN 425L GLASSTOP,19.2488464,73.0407122
HUL-I10C181P3651-P3651,M S Sagar Dairy & General Store,400100382317,W425G - WESTERN 425L GLASSTOP,18.9859777,73.2704719
HUL-I10C181P2293-P2293,HOTEL POINT VIEW,400100290111,W425G - WESTERN 425L GLASSTOP,18.9846387,73.2701302
HUL-I10C258P769-P769,HOTEL KAUSHALYA,400100341099,W425G - WESTERN 425L GLASSTOP,19.2580186,73.0470427
HUL-I10A438P12737315-P12737315,Navjivan Chemist And Druggist,400100325894,W325G - WESTERN 325L GLASSTOP,19.477917,72.8241815
HUL-I170107694-694,VINAYAK MEDICAL-PV,30155331,W525G - WESTERN 525L GLASSTOP,19.2285311,72.8459087
HUL-I10A438P12737512-P12737512,AVIRAJ MEDICAL STORE,400100368420,W325G - WESTERN 325L GLASSTOP,19.4783137,72.8242314
HUL-I10A438P12737619-P12737619,NISA SUPER MARKET,400100369843,W325G - WESTERN 325L GLASSTOP,19.4742759,72.8232988
HUL-I10C258P1049-P1049,Prince Medical And General Store,400100384452,W425G - WESTERN 425L GLASSTOP,19.2564242,73.0462023
HUL-I10C162P2024-P2024,SAINATH DAIRY FARM,30067764,W425G - WESTERN 425L GLASSTOP,19.2486605,73.0101701
HUL-I10A421P6693-P6693,Manisha General Stores,400100286744,W325G - WESTERN 325L GLASSTOP,18.978133,72.819893
HUL-I10A451P7227-P7227,MOON CHEMIST,400100121862,MVT150 - MAGNUM NUCAB 200L GLASSTOP,19.0946067,72.8464449
HUL-I10C162P3375-P3375,JYOTIRLING KIRANA AND GENERAL STORE,400100341085,W425G - WESTERN 425L GLASSTOP,19.2512694,73.0207878
HUL-I10C162P3677-P3677,MAHAJAN FARSAN,400100357245,W325G - WESTERN 325L GLASSTOP,19.184202,73.0476618
HUL-I170029P2176-P2176,DEEPAK MEDICAL 7 GENERAL STORE,400100293802,W325G - WESTERN 325L GLASSTOP,19.2229396,73.0813977
HUL-I10A438P12737104-P12737104,Shankar Dairy,400100319451,W425G - WESTERN 425L GLASSTOP,19.4747615,72.8940063
HUL-I10A008P4230-P4230,WELLNESS FOREVER CHEMIST (MAHAVIR NAGAR),400100386034,W525G - WESTERN 525L GLASSTOP,19.2136131,72.8410241
HUL-133060622-622,SHASHTRI CHEMIST & PRO/ST(VLP-E)TG,400100157726,VT4 - NUCAB 450L GLASSTOP,19.0981387,72.8472472
HUL-I170029P6407-P6407,SHREE PHARMA,400100389381,W325G - WESTERN 325L GLASSTOP,19.2196282,73.0803272
HUL-I10A421P6832-P6832,Lala Lajapatrai College Canteen,30125286,W325G - WESTERN 325L GLASSTOP,18.98134,72.8143035
